family,gene,mouse gene,source,skin compartment,compartment confidence,full name,role,key reference,validated in,psoriasis relevance,family review
Intermediate filaments (extra),VIM,Vim,Literature review,Dermis,Medium,Vimentin,Mesenchymal IF; mechano-protective; migration/EMT; leukocyte transmigration,"Mendez, FASEB J, 2010 [PMC2874471]",Aguilera-Stewart 2025; Villeneuve 2026; Young 2023,Mesenchymal/immune cell infiltration,
Mechano-cell-cycle / proliferation,BIRC5,Birc5,Curated panel,Both,High,Survivin,stiffness → FAK → YAP/E2F1 → survivin; knockdown abolishes stiffness-induced proliferation,"Biber, Am J Physiol Cell Physiol, 2023 [PMC10618027]",Yu 2022,,Biber et al. 2023 [Am J Physiol]; Nakazawa et al. 2016 [PNAS]
Mechano-cell-cycle / proliferation,BMF,Bmf,Cosgrove 2025 (mechano-enhancers),Both,Medium,BCL2-modifying factor,pro-apoptotic BH3-only protein under mechanosensitive-enhancer control (soft->BMF->anoikis),"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-cell-cycle / proliferation,CDKN1A,Cdkn1a,Curated panel,Both,High,p21 / CIP1,mechano-coupled (Nakazawa 2016 in vitro: soft → FHL2 → p21); in vivo cervical = compressed-core epithelial cluster,"Nakazawa, PNAS, 2016 [PMC5098635]",,,Biber et al. 2023 [Am J Physiol]; Nakazawa et al. 2016 [PNAS]
Mechano-cell-cycle / proliferation,E2F1,E2f1,Aragona 2020 (main text),Both,Medium,E2F transcription factor 1,cell-cycle TF; stretch-induced proliferation,"Aragona, Nature, 2020 [PMC7116042]",,Stretch-induced proliferation TF,
Mechano-cell-cycle / proliferation,KLF5,Klf5,Curated panel,Epidermis,Medium,Krüppel-like factor 5,"stiff matrix → KLF5↑ / KLF4↓ via ERK/YAP1 in renal fibroblasts (mechano-TF, distinct from KLF2/KLF4 shear-flow)","Chen, 2015",Fiore 2020,,Biber et al. 2023 [Am J Physiol]; Nakazawa et al. 2016 [PNAS]
Mechano-cell-cycle / proliferation,MYC,Myc,Aragona 2020 (regulons),Both,High,c-Myc,stiffness/YAP->Myc proliferation hub,"Aragona, Nature, 2020 [PMC7116042]",Bansaccal 2023; Villeneuve 2024; Cosgrove 2025,c-Myc upregulated in psoriatic epidermis,
Mechano-cell-cycle / proliferation,RRM2,Rrm2,Jiang 2024 (psoriasis mechano-chemical circuit),Epidermis,Medium,Ribonucleotide reductase M2 (RRM2),HMGB2-regulated effector of basal keratinocyte hyperproliferation under dermal stiffening (psoriasis),"Jiang, Cell Rep, 2024 [PMID 39003736]",,HMGB2-RRM2 axis drives basal epidermal hyperproliferation in psoriatic lesions,
Mechano-EMT TFs,SNAI1,Snai1,Curated panel,Dermis,Low,Snail-1,"EMT master TF, mechano-induced","Cano, Nat Cell Biol, 2000 [PMID 10655586]",,,Lamouille et al. 2014 [Nat Rev MCB]; Yang & Weinberg 2008 [Cell]
Mechano-EMT TFs,SNAI2,Snai2,Curated panel,Both,Low,Slug / Snail-2,EMT TF,"Cano, Nat Cell Biol, 2000 [PMID 10655586]",Young 2023,,Lamouille et al. 2014 [Nat Rev MCB]; Yang & Weinberg 2008 [Cell]
Mechano-EMT TFs,SNAI3,Snai3,Cosgrove 2025 (mechano-enhancers),Both,Medium,Snail family TF 3,Snail-family EMT TF (with SNAI1/2); mechanosensitive footprint,"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-EMT TFs,TWIST1,Twist1,Curated panel,Dermis,Low,Twist-1,"bHLH EMT TF, stretch-induced","Yang, 2004",Young 2023; Rajan 2026,,Lamouille et al. 2014 [Nat Rev MCB]; Yang & Weinberg 2008 [Cell]
Mechano-EMT TFs,TWIST2,Twist2,Curated panel,Dermis,Low,Twist-2,Twist paralogue,"Sosic, Cell, 2003 [PMID 12553906]",Villeneuve 2024,,Lamouille et al. 2014 [Nat Rev MCB]; Yang & Weinberg 2008 [Cell]
Mechano-EMT TFs,ZEB1,Zeb1,Curated panel,Dermis,Low,ZEB1,EMT zinc-finger TF,"Krebs, Nat Cell Biol, 2017 [PMID 28414315]",McCreery 2025; Young 2023,,Lamouille et al. 2014 [Nat Rev MCB]; Yang & Weinberg 2008 [Cell]
Mechano-EMT TFs,ZEB2,Zeb2,Curated panel,Dermis,Low,ZEB2,EMT TF,"Krebs, Nat Cell Biol, 2017 [PMID 28414315]",Young 2023,,Lamouille et al. 2014 [Nat Rev MCB]; Yang & Weinberg 2008 [Cell]
Mechano-flow / hormone / channel (extras),CASR,Casr,Literature review,Epidermis,Medium,Calcium-sensing receptor,Mechano/Ca-sensing GPCR; keratinocyte differentiation; Wnt coupling,"Tu, 2019",,Differentiation defects in psoriasis,
Mechano-flow / hormone / channel (extras),CFTR,Cftr,Curated panel,Appendages,Medium,CFTR Cl⁻ channel,directly activated by hydrostatic pressure and cell-volume increase (membrane stretch),"Vitzthum, Biochim Biophys Acta, 2015 [PMID 26357939]",von Selzam 2026,,Sabine et al. 2012 [Dev Cell]; Tan et al. 2021 [Nat Commun]
Mechano-flow / hormone / channel (extras),ESR1,Esr1,Curated panel,Both,Low,Estrogen receptor α,"matrix stiffness / compressive stress activates p38 + H3K27me3, upregulating ERα in breast cancer explants","Tan, 2021",,,Sabine et al. 2012 [Dev Cell]; Tan et al. 2021 [Nat Commun]
Mechano-flow / hormone / channel (extras),PROX1,Prox1,Curated panel,Dermis,High,Prospero homeobox 1,oscillatory shear stress upregulates PROX1 in lymphatic endothelium; canonical OSS mechano-TF for valve formation,"Sabine, Dev Cell, 2012 [PMID 22306086]",Aguilera-Stewart 2025,,Sabine et al. 2012 [Dev Cell]; Tan et al. 2021 [Nat Commun]
Mechano-GPCR / discoidin,ADGRA2,Adgra2,Curated panel,Dermis,Medium,GPR124,"adhesion GPCR, vascular development","Scholz, 2017",,,Scholz et al. 2017 [Cell Mol Life Sci]; Leitinger 2014 [Int Rev Cell Mol Biol]
Mechano-GPCR / discoidin,ADGRE5,Adgre5,Curated panel,Both,High,CD97,"adhesion GPCR, leukocyte/epithelial","Scholz, 2017",,,Scholz et al. 2017 [Cell Mol Life Sci]; Leitinger 2014 [Int Rev Cell Mol Biol]
Mechano-GPCR / discoidin,ADGRL4,Adgrl4,Curated panel,Dermis,Medium,ELTD1,"endothelial adhesion GPCR, flow-responsive","Masiero, Cancer Cell, 2013 [PMC3743050]",,,Scholz et al. 2017 [Cell Mol Life Sci]; Leitinger 2014 [Int Rev Cell Mol Biol]
Mechano-GPCR / discoidin,AREG,Areg,Aragona 2020 (scRNA DEGs),Epidermis,Medium,Amphiregulin,EGFR ligand; stretch-induced keratinocyte proliferation,"Aragona, Nature, 2020 [PMC7116042]",Huang 2025; Yu 2022; Jiang 2024,Amphiregulin elevated in psoriasis (EGFR axis),
Mechano-GPCR / discoidin,DDR1,Ddr1,Curated panel,Epidermis,Medium,DDR1,"collagen-binding receptor tyrosine kinase, slow-activated by triple helix","Vogel, Mol Cell, 1997 [PMID 9659899]",,,Scholz et al. 2017 [Cell Mol Life Sci]; Leitinger 2014 [Int Rev Cell Mol Biol]
Mechano-GPCR / discoidin,DDR2,Ddr2,Curated panel,Dermis,Medium,DDR2,fibrillar-collagen RTK,"Vogel, Mol Cell, 1997 [PMID 9659899]",McCreery 2025,,Scholz et al. 2017 [Cell Mol Life Sci]; Leitinger 2014 [Int Rev Cell Mol Biol]
Mechano-GPCR / discoidin,EGFR,Egfr,Literature review,Epidermis,Medium,EGF receptor,Keratinocyte proliferation hub; mechano-activated,"Furue, Int J Mol Sci, 2020 [PMC7013594]",Aragona 2020; Javed 2025; Suriyagandhi 2024; Young 2023; Liu 2026,EGFR-ERK-CCL20 axis in Koebnerization,
Mechano-GPCR / discoidin,FGFR1,Fgfr1,Xiong 2025 (MechanoGEPred),Both,Medium,FGFR1,RTK; ECM/stiffness-coupled FGF signalling,"Xiong, BioData Min, 2025 [PMC12625330]",McCreery 2025,,
Mechano-GPCR / discoidin,IGF1R,Igf1r,Xiong 2025 (MechanoGEPred),Both,Medium,IGF1R,RTK; mechano-responsive growth signalling,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechano-GPCR / discoidin,MET,Met,Xiong 2025 (MechanoGEPred),Both,Medium,MET (HGF receptor),RTK; mechano-responsive at adhesions,"Xiong, BioData Min, 2025 [PMC12625330]",Young 2023,,
Mechano-GPCR / discoidin,PLXNB2,Plxnb2,Xiong 2025 (MechanoGEPred),Both,Medium,Plexin-B2,semaphorin receptor; cytoskeletal mechano-guidance,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechano-GPCR / discoidin,PLXND1,Plxnd1,Xiong 2025 (MechanoGEPred),Dermis,Medium,Plexin-D1,semaphorin receptor; endothelial mechano-guidance,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechano-GPCR / discoidin,TGFA,Tgfa,Aragona 2020 (scRNA DEGs),Epidermis,Medium,TGF-alpha,EGFR ligand feeding the stretch EGFR-Ras-MAPK-AP1 axis,"Aragona, Nature, 2020 [PMC7116042]",,TGF-alpha overexpressed in psoriasis; keratinocyte hyperproliferation,
Mechano-kinase,CSK,Csk,Curated panel,Both,High,C-terminal Src kinase,negative regulator of SRC family,"Okada, Int J Biol Sci, 2012 [PMC3492796]",,,Mitra & Schlaepfer 2006 [Curr Opin Cell Biol]; Kim & Sheetz 2008 [J Cell Sci]
Mechano-kinase,FYN,Fyn,Curated panel,Both,High,Fyn,"SRC family kinase, FA signalling","Kim, 2008",Kaivola 2026,,Mitra & Schlaepfer 2006 [Curr Opin Cell Biol]; Kim & Sheetz 2008 [J Cell Sci]
Mechano-kinase,JAK1,Jak1,Curated panel,Both,High,JAK1,"Janus kinase, cytokine + mechano-IL signalling","Yamaoka, Genome Biol, 2004 [PMC545791]",,,Mitra & Schlaepfer 2006 [Curr Opin Cell Biol]; Kim & Sheetz 2008 [J Cell Sci]
Mechano-kinase,JAK2,Jak2,Curated panel,Both,High,JAK2,Janus kinase isoform,"Yamaoka, Genome Biol, 2004 [PMC545791]",,,Mitra & Schlaepfer 2006 [Curr Opin Cell Biol]; Kim & Sheetz 2008 [J Cell Sci]
Mechano-kinase,PTPN11,Ptpn11,Curated panel,Both,High,SHP2,"phosphatase, mechano-stretch responsive","Tang, Cell, 1995 [PMID 7859288]",,,Mitra & Schlaepfer 2006 [Curr Opin Cell Biol]; Kim & Sheetz 2008 [J Cell Sci]
Mechano-kinase,SGK1,Sgk1,Xiong 2025 (MechanoGEPred),Both,Medium,SGK1,mechano/osmo-activated kinase,"Xiong, BioData Min, 2025 [PMC12625330]",Xia 2025; Li 2025,,
Mechano-kinase,SRC,Src,Curated panel,Both,High,c-Src,prototypical SRC family kinase,"Kim, 2008",Bonjoch 2025; Suriyagandhi 2024; Urbanska 2024; von Selzam 2026; Young 2023,,Mitra & Schlaepfer 2006 [Curr Opin Cell Biol]; Kim & Sheetz 2008 [J Cell Sci]
Mechano-kinase,STAT3,Stat3,Curated panel,Both,High,STAT3,TF activated by JAK kinases; mechano-responsive in stiff stroma,"Hu, 2017",Aragona 2020; McCreery 2025; Suriyagandhi 2024; Urbanska 2024; Huang 2025; Li 2025; Xue 2025,,Mitra & Schlaepfer 2006 [Curr Opin Cell Biol]; Kim & Sheetz 2008 [J Cell Sci]
Mechano-kinase,YES1,Yes1,Curated panel,Both,High,Yes,SRC family kinase,"Kim, 2008",,,Mitra & Schlaepfer 2006 [Curr Opin Cell Biol]; Kim & Sheetz 2008 [J Cell Sci]
Mechano-kinase (signaling),AKT1,Akt1,Young 2023 (single-cell genomechanics),Both,High,RAC-alpha kinase (AKT1/PKB),integrin/stiffness→PI3K→Akt mechanotransduction hub; survival & migration (genomechanics panel),"Young, iScience, 2023 [PMC10074148]",Xue 2025,,
Mechano-kinase (signaling),AURKA,Aurka,von Selzam 2026 (mechanomic RNAi screen),Both,High,Aurora kinase A,mitotic kinase; spindle/cortical mechanics - softens mitotic cells (fly aurA),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-kinase (signaling),AURKB,Aurkb,von Selzam 2026 (mechanomic RNAi screen),Both,High,Aurora kinase B,chromosomal-passenger kinase; cytokinesis/cortical mechanics (fly aurB),"von Selzam, Biophys J, 2025 [PMID 41074456]",Aguilera-Stewart 2025,,
Mechano-kinase (signaling),CDK12,Cdk12,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Cyclin-dependent kinase 12,transcriptional CDK; regulates the F-actin gene program (fly Cdk12),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-kinase (signaling),GSK3B,Gsk3b,von Selzam 2026 (mechanomic RNAi screen),Both,High,Glycogen synthase kinase 3 beta,Wnt / microtubule / Hippo-linked kinase; cytoskeletal mechanics (fly shaggy),"von Selzam, Biophys J, 2025 [PMID 41074456]",,GSK3β regulates keratinocyte proliferation and Wnt/β-catenin & NF-κB signalling in psoriasis,
Mechano-kinase (signaling),MAP3K10,Map3k10,von Selzam 2026 (mechanomic RNAi screen),Both,Low,Mixed-lineage kinase 2 (MAP3K10),mixed-lineage JNK-pathway kinase (fly slipper),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-kinase (signaling),MAP4K3,Map4k3,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,MAP4 kinase 3 (GLK),STE20/GCK kinase; activates Hippo-LATS and TOR (fly happyhour),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-kinase (signaling),NLK,Nlk,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Nemo-like kinase,MAPK-related kinase; Wnt and TF regulation (fly nemo),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-kinase (signaling),PIK3C2A,Pik3c2a,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PI3-kinase C2-alpha,class-II PI3K; clathrin/membrane and F-actin mechanics (fly Pi3K68D),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-kinase (signaling),PIK3CA,Pik3ca,Young 2023 (single-cell genomechanics),Both,High,PI3-kinase catalytic alpha (p110α),class-IA PI3K catalytic subunit; integrin/RTK→PIP3 mechanotransduction downstream of matrix stiffness (genomechanics panel),"Young, iScience, 2023 [PMC10074148]",Urbanska 2024,,
Mechano-kinase (signaling),STK24,Stk24,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,"Serine/threonine kinase 24 (MST3, GCKIII)",germinal-centre kinase; STE20/Hippo-related cortical mechanics (fly GckIII),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-kinase (signaling),SYK,Syk,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Spleen tyrosine kinase,non-receptor Tyr kinase; cortical actin & immune mechano-signalling (fly Shark),"von Selzam, Biophys J, 2025 [PMID 41074456]",Suriyagandhi 2024,SYK in immune-cell signalling (psoriasis inflammation),
Mechano-kinase (signaling),TRIB1,Trib1,von Selzam 2026 (mechanomic RNAi screen),Both,Low,Tribbles pseudokinase 1,pseudokinase scaffold; MAPK and degradation control (fly tribbles),"von Selzam, Biophys J, 2025 [PMID 41074456]",Villeneuve 2026,,
Mechano-lipid metabolism,ACACA,Acaca,Curated panel,Both,High,Acetyl-CoA carboxylase α,rate-limiting enzyme for FA biosynthesis; regulated by AMPK phosphorylation,"Brownsey, Biochem Soc Trans, 2006 [PMID 16545081]",,,Romani et al. 2019 [Nat Cell Biol]; Houtkooper et al. 2012 [Nat Rev MCB]
Mechano-lipid metabolism,ALOX5,Alox5,Enyedi 2016 (cPLA2 nuclear mechanosensor),Both,Medium,Arachidonate 5-lipoxygenase (5-LOX),downstream of mechano-activated cPLA2; converts arachidonic acid to leukotrienes (mechanical damage-induced inflammation),"Enyedi, Cell, 2016 [PMID 27203112]",Bonjoch 2025,5-LOX/leukotriene axis in psoriasis (zileuton target),
Mechano-lipid metabolism,CPT1A,Cpt1a,Curated panel,Both,High,CPT1A,carnitine palmitoyltransferase 1A; rate-limiting for fatty-acid oxidation,"McGarry, Eur J Biochem, 1997 [PMID 9063439]",,,Romani et al. 2019 [Nat Cell Biol]; Houtkooper et al. 2012 [Nat Rev MCB]
Mechano-lipid metabolism,FASN,Fasn,Curated panel,Both,High,Fatty acid synthase,central lipogenic enzyme; mechano-regulated downstream of SREBP,"Menendez, Nat Rev Cancer, 2007 [PMID 17882277]",,,Romani et al. 2019 [Nat Cell Biol]; Houtkooper et al. 2012 [Nat Rev MCB]
Mechano-lipid metabolism,PLA2G4A,Pla2g4a,Enyedi 2016 (cPLA2 nuclear mechanosensor),Both,High,Cytosolic phospholipase A2-alpha (cPLA2α),nuclear-envelope-tension / membrane-stretch-activated phospholipase; releases arachidonic acid for eicosanoid synthesis — the nuclear mechanosensor of cell swelling/confinement,"Enyedi, Cell, 2016 [PMID 27203112]; Lomakin, Science, 2020 [PMID 33060332]; Rajan, Nucleus, 2026 [PMID 41402996]",Lomakin 2020; Rajan 2026,"Rate-limiting source of arachidonic acid for eicosanoid inflammation, upstream of COX-2 (PTGS2)",
Mechano-lipid metabolism,PPARG,Pparg,Curated panel,Appendages,Low,PPAR-γ,adipogenic + lipid-storage TF; mechano-induced on soft matrix,"Tontonoz, Annu Rev Biochem, 2008 [PMID 18518822]",,,Romani et al. 2019 [Nat Cell Biol]; Houtkooper et al. 2012 [Nat Rev MCB]
Mechano-lipid metabolism,SIRT1,Sirt1,Curated panel,Both,High,SIRT1,NAD-dependent deacetylase; metabolic / mechano stress sensor,"Houtkooper, Nat Rev MCB, 2012 [PMC4872805]",Bonjoch 2025; Xia 2025,,Romani et al. 2019 [Nat Cell Biol]; Houtkooper et al. 2012 [Nat Rev MCB]
Mechano-lipid metabolism,SIRT3,Sirt3,Curated panel,Both,High,SIRT3,mitochondrial sirtuin; FA-oxidation regulator,"Hirschey, Nature, 2010 [PMC2841477]",,,Romani et al. 2019 [Nat Cell Biol]; Houtkooper et al. 2012 [Nat Rev MCB]
Mechano-lipid metabolism,SREBF1,Srebf1,Curated panel,Both,High,SREBP-1c,"sterol-regulatory binding TF, FA + TG biosynthesis; mechano-regulated via Lipin-1","Horton, J Clin Invest, 2002 [PMC150968]; Romani, NCB, 2019 [PMID 30718857]",,,Romani et al. 2019 [Nat Cell Biol]; Houtkooper et al. 2012 [Nat Rev MCB]
Mechano-lipid metabolism,SREBF2,Srebf2,Curated panel,Both,High,SREBP-2,cholesterol-biosynthesis SREBP isoform,"Horton, J Clin Invest, 2002 [PMC150968]",,,Romani et al. 2019 [Nat Cell Biol]; Houtkooper et al. 2012 [Nat Rev MCB]
Mechano-lncRNA,H19,H19,Curated panel,Both,Low,H19 (imprinted lncRNA),"mechanical tension induces H19, which sponges miR-138 to derepress FAK and drives osteogenesis","Wu, Bone, 2018 [PMID 29253550]",,,Wu et al. 2018 [Bone]
Mechano-metabolism (extras),PHGDH,Phgdh,Curated panel,Both,High,Phosphoglycerate dehydrogenase,cyclic mechanical strain upregulates serine-biosynthesis pathway in fetal lung type II epithelium,"Wang, Pediatr Res, 2006 [PMID 16864689]",,,Wang et al. 2006 [Pediatr Res]; Chen et al. 2025 [Biomolecules]
Mechano-metabolism (extras),SOST,Sost,Curated panel,Not in skin,High,Sclerostin,canonical osteocyte mechanosensor (load-suppressed); 2025 review extends to extraosseous organs under mechanical stimulation,"Chen, 2025",Liu 2026,,Wang et al. 2006 [Pediatr Res]; Chen et al. 2025 [Biomolecules]
Mechano-metabolism / AMPK-mTOR,MTOR,Mtor,Curated panel,Both,High,mTOR,"central growth-control kinase, mechano-activated via FAK","Saxton, Cell, 2017 [PMC5394987]",,,Hardie et al. 2012 [Nat Rev MCB]; Bays et al. 2017 [Nat Cell Biol]
Mechano-metabolism / AMPK-mTOR,PRKAA1,Prkaa1,Curated panel,Both,High,AMPK α1,"primary AMPK catalytic subunit, load/ATP sensor","Hardie, Nat Rev MCB, 2007 [PMID 17712357]; Bays, Nat Cell Biol, 2017 [PMC5494977]",,,Hardie et al. 2012 [Nat Rev MCB]; Bays et al. 2017 [Nat Cell Biol]
Mechano-metabolism / AMPK-mTOR,PRKAA2,Prkaa2,Xia 2025 (PIEZO1-AMPK cupping),Both,Medium,AMP-activated protein kinase catalytic alpha-2 (AMPKalpha2),AMPK catalytic subunit (with PRKAA1); PIEZO1->AMPK mechano-metabolic restoration,"Xia, J Integr Med, 2025 [PMID 40940233]",Aguilera-Stewart 2025; McCreery 2025,,
Mechano-metabolism / AMPK-mTOR,RICTOR,Rictor,Xiong 2024 (MechanoBase),Both,Medium,RICTOR (mTORC2),mTORC2 scaffold; mechano-Akt signalling (with MTOR),"Xiong, Database (Oxford), 2024 [PMC11131424]",,,
Mechano-metabolism / autophagy-ISR,ATF4,Atf4,Curated panel,Both,High,ATF4,integrated stress response master TF,"Pakos-Zebrucka, EMBO Rep, 2016 [PMC5048378]",Aragona 2020; McCreery 2025,,Pakos-Zebrucka et al. 2016 [EMBO Rep]; Mizushima 2011 [Cell]
Mechano-metabolism / autophagy-ISR,SQSTM1,Sqstm1,Curated panel,Both,High,p62/SQSTM1,"autophagy receptor, mechano-stretch induced","Komatsu, Cell, 2007 [PMID 18083104]",,,Pakos-Zebrucka et al. 2016 [EMBO Rep]; Mizushima 2011 [Cell]
Mechano-metabolism / autophagy-ISR,ULK1,Ulk1,Xiong 2025 (MechanoGEPred),Both,Medium,ULK1,autophagy-initiating kinase; mechano-responsive,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechano-metabolism / glycolysis,ALDOA,Aldoa,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,Aldolase A,glycolytic enzyme; stretch/PIEZO1-induced (Xue scRNA-seq),"Xue, Nat Commun, 2025 [PMID 40715139]",Xia 2025,,
Mechano-metabolism / glycolysis,HK1,Hk1,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,Hexokinase 1,first committed glycolytic step; PIEZO1-driven glycolytic shift in stretched skin,"Xue, Nat Commun, 2025 [PMID 40715139]",,,
Mechano-metabolism / glycolysis,LDHA,Ldha,Curated panel,Both,High,LDH-A,anaerobic lactate dehydrogenase; Warburg readout,"Vander Heiden, Science, 2009 [PMC2849637]",Xia 2025; Xue 2025,,Vander Heiden et al. 2009 [Science]; Park et al. 2020 [Nat Rev MCB]
Mechano-metabolism / glycolysis,LDHB,Ldhb,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,Lactate dehydrogenase B,lactate/pyruvate interconversion (with LDHA); stretch-induced,"Xue, Nat Commun, 2025 [PMID 40715139]",Bansaccal 2023; Xia 2025,,
Mechano-metabolism / glycolysis,PDK1,Pdk1,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,Pyruvate dehydrogenase kinase 1,gates pyruvate->lactate (aerobic glycolysis); stretch-induced,"Xue, Nat Commun, 2025 [PMID 40715139]",,,
Mechano-metabolism / glycolysis,PFKP,Pfkp,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,"Phosphofructokinase, platelet",rate-limiting glycolytic kinase; PIEZO1-driven,"Xue, Nat Commun, 2025 [PMID 40715139]",,,
Mechano-metabolism / glycolysis,PGK1,Pgk1,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,Phosphoglycerate kinase 1,ATP-generating glycolytic enzyme; stretch/PIEZO1-induced,"Xue, Nat Commun, 2025 [PMID 40715139]",,,
Mechano-metabolism / glycolysis,PKM,Pkm,Curated panel,Both,High,PKM2 / pyruvate kinase M2,mechano-induced glycolytic flux switch,"Vander Heiden, Science, 2009 [PMC2849637]",Xue 2025,,Vander Heiden et al. 2009 [Science]; Park et al. 2020 [Nat Rev MCB]
Mechano-metabolism / glycolysis,SLC2A1,Slc2a1,Xue 2025 (PIEZO1 metabolism-inflammation),Both,Medium,Glucose transporter 1 (GLUT1),glucose uptake; PIEZO1-coordinated glycolytic shift in stretched/growing skin (with LDHA/PKM/HIF1A),"Xue, Nat Commun, 2025 [PMID 40715139]",McCreery 2025,,
Mechano-metabolism / glycolysis,SLC2A3,Slc2a3,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,Glucose transporter 3 (GLUT3),high-affinity glucose import; PIEZO1-driven glycolytic shift (with SLC2A1),"Xue, Nat Commun, 2025 [PMID 40715139]",,,
Mechano-metabolism / HIF,ARNT,Arnt,Aragona 2020 (regulons),Both,High,HIF-1beta (ARNT),obligate dimer partner of HIF1A (hypoxia-mechano),"Aragona, Nature, 2020 [PMC7116042]",McCreery 2025; Bonjoch 2025; Xue 2025,HIF1A partner,
Mechano-metabolism / HIF,HIF1A,Hif1a,Curated panel,Both,High,HIF-1α,master hypoxia TF; mechano-stabilized in tumour cores,"Semenza, Cell, 2012 [PMC3437543]",McCreery 2025; Xue 2025,,Semenza 2012 [Cell]; Tanaka et al. 2018 [Sci Rep]
Mechano-metabolism / HIF,VEGFA,Vegfa,Curated panel,Both,High,VEGF-A,canonical HIF1α target; angiogenic readout,"Forsythe, Mol Cell Biol, 1996 [PMC231459]",Suriyagandhi 2024,,Semenza 2012 [Cell]; Tanaka et al. 2018 [Sci Rep]
Mechano-phosphatase (lipid: myotubularin/inositol),HACD2,Hacd2,von Selzam 2026 (mechanomic RNAi screen),Both,Low,3-hydroxyacyl-CoA dehydratase 2,very-long-chain fatty-acid elongation; membrane lipid composition/mechanics (fly Hacd2),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (lipid: myotubularin/inositol),MTM1,Mtm1,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Myotubularin 1,PI(3)P 3-phosphatase; membrane/cytoskeleton & muscle mechanics (fly mtm),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (lipid: myotubularin/inositol),MTMR6,Mtmr6,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Myotubularin-related 6,"PI(3)P / PI(3,5)P2 phosphatase (fly Mtmr6)","von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (lipid: myotubularin/inositol),MTMR10,Mtmr10,von Selzam 2026 (mechanomic RNAi screen),Both,Low,Myotubularin-related 10 (pseudophosphatase),myotubularin-fold PI-phosphatase (catalytically inactive); membrane trafficking (fly CG14411; DIOPT→MTMR10),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (lipid: myotubularin/inositol),MTMR14,Mtmr14,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Myotubularin-related 14 (Jumpy),PI-phosphatase; muscle excitation-contraction coupling (fly EDTP),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (lipid: myotubularin/inositol),PLPP1,Plpp1,von Selzam 2026 (mechanomic RNAi screen),Both,Low,Phospholipid phosphatase 1 (PAP2/LPP1),lipid phosphatase; dephosphorylates LPA/S1P/PA - membrane-lipid mechanics & signalling (fly CG11425; DIOPT→PLPP1),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (lipid: myotubularin/inositol),PTEN,Pten,Young 2023 (single-cell genomechanics),Both,High,Phosphatase and tensin homolog,PIP3 3-phosphatase antagonising PI3K-Akt; regulates migration/cytoskeleton & mechanotransduction (genomechanics panel),"Young, iScience, 2023 [PMC10074148]",,,
Mechano-phosphatase (lipid: myotubularin/inositol),SYNJ1,Synj1,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Synaptojanin 1,inositol-5-phosphatase; membrane/actin dynamics (fly Synj),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),CTDNEP1,Ctdnep1,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,CTD nuclear-envelope phosphatase 1 (dullard),HAD/CTD Ser/Thr phosphatase; activates lipin at the nuclear envelope - nuclear-membrane mechanics (fly CG12078; DIOPT→CTDNEP1),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
